                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    132,                0.68967,                0.56351,                 1.1568,                0.86927,                 0.8467,                0.90457,                0.70585,                0.88603,                0.61838,                 1.3377,                0.00142,                0.00142,                0.00142
                    133,                0.69686,                0.57206,                 1.1589,                0.87046,                0.84705,                0.90493,                0.70517,                0.88634,                0.61937,                 1.3381,               0.001354,               0.001354,               0.001354
                    134,                0.69598,                0.56805,                 1.1507,                0.87471,                0.84493,                  0.905,                0.70573,                0.88682,                 0.6195,                  1.339,               0.001288,               0.001288,               0.001288
                    135,                  0.696,                0.57134,                 1.1534,                0.87508,                0.84553,                0.90468,                0.70523,                0.88812,                0.61968,                 1.3401,               0.001222,               0.001222,               0.001222
                    136,                0.68884,                 0.5635,                 1.1527,                0.87423,                0.84603,                0.90457,                0.70462,                0.88824,                0.61959,                 1.3402,               0.001156,               0.001156,               0.001156
                    137,                0.67792,                0.55901,                 1.1453,                 0.8738,                0.84603,                0.90464,                0.70457,                0.88831,                0.61943,                 1.3409,                0.00109,                0.00109,                0.00109
                    138,                0.68397,                 0.5691,                 1.1513,                0.87322,                0.84482,                0.90408,                0.70481,                0.88885,                0.61937,                 1.3414,               0.001024,               0.001024,               0.001024
                    139,                0.67868,                0.55717,                 1.1443,                0.87203,                0.84401,                0.90489,                0.70529,                0.88908,                0.61967,                 1.3419,               0.000958,               0.000958,               0.000958
                    140,                0.67874,                0.55327,                 1.1463,                 0.8756,                 0.8423,                0.90503,                0.70497,                0.88929,                0.61956,                 1.3422,               0.000892,               0.000892,               0.000892
                    141,                0.57351,                0.38715,                 1.1042,                0.87398,                0.84117,                0.90469,                0.70504,                0.88913,                0.61933,                 1.3422,               0.000826,               0.000826,               0.000826
                    142,                 0.5579,                0.36039,                 1.0893,                0.87538,                0.84108,                0.90512,                0.70496,                0.88861,                0.61882,                 1.3418,                0.00076,                0.00076,                0.00076
                    143,                0.55067,                0.35197,                 1.0828,                0.87597,                0.84025,                0.90421,                0.70521,                0.88784,                0.61836,                 1.3414,               0.000694,               0.000694,               0.000694
                    144,                0.54097,                0.34706,                 1.0797,                0.87697,                  0.839,                  0.904,                0.70481,                0.88753,                 0.6187,                 1.3412,               0.000628,               0.000628,               0.000628
                    145,                0.53534,                0.33882,                 1.0722,                0.87867,                0.83932,                0.90439,                0.70543,                0.88745,                0.61857,                 1.3415,               0.000562,               0.000562,               0.000562
                    146,                0.52687,                  0.335,                 1.0666,                0.87961,                 0.8388,                0.90427,                0.70542,                0.88736,                0.61845,                 1.3418,               0.000496,               0.000496,               0.000496
                    147,                0.53031,                0.33479,                 1.0684,                0.88197,                0.83783,                0.90462,                0.70529,                0.88716,                0.61817,                  1.342,                0.00043,                0.00043,                0.00043
                    148,                0.52703,                0.33147,                 1.0655,                0.88206,                0.83651,                0.90401,                  0.705,                0.88677,                0.61803,                  1.342,               0.000364,               0.000364,               0.000364
                    149,                0.52494,                0.32905,                 1.0636,                0.88277,                0.83543,                0.90427,                0.70522,                0.88622,                0.61727,                 1.3419,               0.000298,               0.000298,               0.000298
                    150,                0.52258,                0.33164,                 1.0656,                0.88313,                0.83551,                0.90383,                0.70519,                0.88658,                 0.6175,                 1.3426,               0.000232,               0.000232,               0.000232
